snr_db,ls_mse_mean,ls_mse_std,ls_nmse_mean,ls_nmse_std,simplified_mmse_mse_mean,simplified_mmse_mse_std,simplified_mmse_nmse_mean,simplified_mmse_nmse_std,lmmse_flat_mse_mean,lmmse_flat_mse_std,lmmse_flat_nmse_mean,lmmse_flat_nmse_std,ls_dnn_mse_mean,ls_dnn_mse_std,ls_dnn_nmse_mean,ls_dnn_nmse_std
-10.0,7.587013135624793,0.03944307488740636,7.587013135624788,0.03944307488740636,7.393373439455801,0.04052807238967323,7.393373439455796,0.04052807238967323,0.7839753580184544,0.06590638931619479,0.7839753580184539,0.06590638931619479,0.905558383190022,0.17131232332850613,0.9055583831900216,0.17131232332850604
-5.0,2.2114230430307393,0.11118591699063081,2.211423043030738,0.11118591699063085,2.1649689965797916,0.10995263217640901,2.16496899657979,0.10995263217640897,0.19487810082423976,0.05840558503078795,0.19487810082423965,0.058405585030787924,0.29572961840036055,0.04698705025109375,0.2957296184003604,0.0469870502510937
0.0,0.6998689373149438,0.009995085287743701,0.6998689373149434,0.009995085287743746,0.6925802442498034,0.010098414890109358,0.6925802442498029,0.01009841489010931,0.06399051007699305,0.002879459369695626,0.06399051007699301,0.0028794593696956213,0.0823184541276393,0.007920198189454613,0.08231845412763926,0.007920198189454603
5.0,0.22204819127822664,0.009759896423043538,0.2220481912782265,0.009759896423043528,0.22174844274024608,0.009752434073479293,0.22174844274024594,0.009752434073479296,0.019735014149268485,0.0018097842464020763,0.019735014149268468,0.0018097842464020746,0.02633841990637464,0.0026581556845288816,0.02633841990637462,0.002658155684528878
10.0,0.07260895876131064,0.004493301757430598,0.07260895876131059,0.004493301757430598,0.07262959910814724,0.004515978585260682,0.07262959910814719,0.004515978585260678,0.006500885565549979,0.0006930731460992691,0.006500885565549974,0.0006930731460992683,0.008714580082685405,0.0015337773892504512,0.008714580082685398,0.0015337773892504505
15.0,0.02297500485478686,0.000626402204956296,0.022975004854786842,0.0006264022049562959,0.022969928418590562,0.0006192888981550148,0.02296992841859054,0.0006192888981550164,0.002006959634689042,0.00045098123804785073,0.0020069596346890413,0.00045098123804785035,0.0029475434305717848,0.00040123835799330275,0.002947543430571782,0.00040123835799330237
20.0,0.006848268431726066,0.00017669058097533538,0.006848268431726061,0.0001766905809753356,0.0068478444451958685,0.00017639977790161507,0.0068478444451958624,0.00017639977790161464,0.0006081294834956386,0.00020557071882099917,0.0006081294834956382,0.000205570718820999,0.001249152493643487,0.00010759168184301001,0.0012491524936434862,0.00010759168184301001
25.0,0.0022599463776585872,6.205156640832095e-05,0.002259946377658586,6.205156640832079e-05,0.0022600127667453313,6.182251663710856e-05,0.0022600127667453296,6.182251663710838e-05,0.00018689489107200902,1.4456749837763658e-05,0.0001868948910720089,1.4456749837763645e-05,0.0007405050673501283,9.448045057873389e-05,0.0007405050673501278,9.44804505787338e-05
30.0,0.0007067158980143797,3.644100693529791e-05,0.0007067158980143791,3.644100693529791e-05,0.0007067132867794099,3.6425415822176216e-05,0.0007067132867794092,3.642541582217617e-05,6.29331403039414e-05,2.139336498745691e-05,6.293314030394135e-05,2.1393364987456894e-05,0.0005136795527357846,0.00010741829997058163,0.0005136795527357842,0.00010741829997058156
