snr_db,ls_ber_mean,ls_ber_std,simplified_mmse_ber_mean,simplified_mmse_ber_std,lmmse_flat_ber_mean,lmmse_flat_ber_std,ls_dnn_ber_mean,ls_dnn_ber_std
-10.0,0.4539930555555556,0.005550127556647834,0.4548611111111111,0.006454038297028161,0.40243055555555557,0.008139380673424318,0.39166666666666666,0.004904321837439416
-5.0,0.38645833333333335,0.006804138174397715,0.38680555555555557,0.007752469986724337,0.29947916666666663,0.013667947517892062,0.3005208333333333,0.005892556509887901
0.0,0.240625,0.0034808919541255913,0.23975694444444443,0.003220006422047121,0.17309027777777777,0.003220006422047121,0.17031249999999998,0.004056708835259707
5.0,0.07361111111111111,0.008391004148329564,0.07413194444444444,0.008004959641248961,0.042187499999999996,0.006435330900295361,0.04270833333333334,0.006133167268283226
10.0,0.005555555555555556,0.0010702107644043363,0.005555555555555556,0.0010702107644043363,0.001388888888888889,0.0004910463758239914,0.0020833333333333333,0.000736569563735987
15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
