snr_db,ls_ber_mean,ls_ber_std,simplified_mmse_ber_mean,simplified_mmse_ber_std,lmmse_flat_ber_mean,lmmse_flat_ber_std,ls_dnn_ber_mean,ls_dnn_ber_std
-10.0,0.4605902777777778,0.007332886139563517,0.4602430555555555,0.006874649261535899,0.4123263888888889,0.01922777346383462,0.42534722222222215,0.009242244204309842
-5.0,0.38524305555555555,0.011664289605722786,0.38472222222222224,0.010566058371321475,0.2947916666666666,0.003480891954125604,0.3145833333333334,0.009384640105374696
0.0,0.23645833333333333,0.004101045767714483,0.23524305555555555,0.004343748612221118,0.16336805555555556,0.005109006586653533,0.1762152777777778,0.003463530788760418
5.0,0.07534722222222223,0.0021822578281209233,0.075,0.0026557393299962437,0.041666666666666664,0.0032106322932130083,0.04878472222222222,0.004301913782418009
10.0,0.004340277777777778,0.0014934592477504562,0.004340277777777778,0.0014934592477504562,0.0010416666666666667,0.000736569563735987,0.0013888888888888892,0.00024552318791199574
15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
