snr_db,ls_ber_mean,ls_ber_std,simplified_mmse_ber_mean,simplified_mmse_ber_std,lmmse_flat_ber_mean,lmmse_flat_ber_std,ls_dnn_ber_mean,ls_dnn_ber_std
-10.0,0.45086805555555554,0.005663023066076419,0.4517361111111111,0.0072335648111109905,0.40295138888888893,0.02387641995324992,0.43072916666666666,0.0286442550070238
-5.0,0.38472222222222224,0.012334944214119176,0.3861111111111111,0.01239345020664913,0.30347222222222225,0.0036664430697817487,0.3201388888888889,0.008852464433320802
0.0,0.22604166666666667,0.008202091535428974,0.2255208333333333,0.008278902095532201,0.16319444444444445,0.0025633373368460794,0.17239583333333333,0.005953620902598004
5.0,0.07864583333333335,0.00185365941875544,0.07881944444444444,0.0019641855032959715,0.04131944444444444,0.0030763967268523165,0.049479166666666664,0.0030665836341416115
10.0,0.003645833333333333,0.0021262931794992865,0.003645833333333333,0.0021262931794992865,0.0010416666666666667,0.0008505172717997146,0.0019097222222222222,0.0006495932963149204
15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006944444444444445,0.0006495932963149204
