snr_db,ls_mse_mean,ls_mse_std,ls_nmse_mean,ls_nmse_std,mmse_mse_mean,mmse_mse_std,mmse_nmse_mean,mmse_nmse_std,ls_dnn_mse_mean,ls_dnn_mse_std,ls_dnn_nmse_mean,ls_dnn_nmse_std
-10.0,7.269597431534295,0.20656562240885282,7.26959743153429,0.20656562240885237,7.081391916214038,0.2095701552653812,7.081391916214034,0.20957015526538095,0.3231980831407455,0.27270155736485935,0.3231980831407453,0.2727015573648592
-5.0,2.145271074697338,0.04483592785404291,2.145271074697337,0.04483592785404272,2.0988361079234785,0.045807968223318375,2.098836107923477,0.04580796822331819,0.14697267780146198,0.04454988152797719,0.14697267780146192,0.044549881527977155
0.0,0.7228395090650599,0.06030249473923404,0.7228395090650594,0.06030249473923399,0.7150566594496751,0.05912949429692305,0.7150566594496747,0.059129494296923005,0.10282117024050359,0.022639996909457137,0.10282117024050354,0.022639996909457123
5.0,0.21088529690877147,0.0027814152101995763,0.21088529690877136,0.0027814152101995763,0.21061611382170456,0.002883161140837173,0.21061611382170442,0.00288316114083716,0.07621460578419391,0.04293908953740062,0.07621460578419387,0.042939089537400596
10.0,0.07176219573075349,0.002931884406124945,0.07176219573075339,0.002931884406124945,0.07177383982360151,0.002915190982025589,0.07177383982360143,0.002915190982025589,0.03063437147410139,0.023055940668376528,0.03063437147410136,0.023055940668376504
15.0,0.022542241114011725,0.0013598819711325796,0.022542241114011707,0.0013598819711325796,0.022538533958652546,0.0013515286516754663,0.02253853395865252,0.001351528651675465,0.07394661519349409,0.05773102182613632,0.073946615193494,0.05773102182613626
20.0,0.007102587768095486,0.00036126827015463877,0.00710258776809548,0.00036126827015463844,0.007102919312367439,0.00036186020670197957,0.007102919312367433,0.0003618602067019792,0.07011099462854743,0.04912426708131231,0.07011099462854738,0.049124267081312276
25.0,0.002309312494790639,5.241132847005518e-05,0.0023093124947906377,5.241132847005524e-05,0.0023092950209635085,5.239785270926034e-05,0.002309295020963507,5.239785270926034e-05,0.05846392070641274,0.04542924261901261,0.05846392070641271,0.045429242619012586
30.0,0.0007697504283681924,2.6027039988911583e-05,0.0007697504283681913,2.6027039988911586e-05,0.0007697928079888708,2.6046096314015514e-05,0.0007697928079888699,2.604609631401547e-05,0.055723237112331105,0.06268638195387749,0.05572323711233104,0.06268638195387741
