snr_db,ls_mse,ls_nmse,mmse_mse,mmse_nmse,ls_dnn_mse,ls_dnn_nmse
-10.0,7.097972958065925,7.097972958065921,6.90339978639845,6.903399786398446,0.7054527631084188,0.7054527631084183
-5.0,2.197470898967798,2.1974708989677967,2.152060527071583,2.1520605270715816,0.20707567441822336,0.20707567441822322
0.0,0.7943315336236761,0.7943315336236757,0.7857985008882382,0.7857985008882378,0.07086927849473117,0.07086927849473112
5.0,0.20884046001291956,0.20884046001291945,0.2083246561202197,0.20832465612021958,0.016452932649063088,0.016452932649063078
10.0,0.0712253982745871,0.07122539827458702,0.07131015536009334,0.07131015536009326,0.006028636380844115,0.006028636380844109
15.0,0.022580713460065967,0.022580713460065942,0.022576837843438002,0.022576837843437978,0.0021013529448910234,0.0021013529448910212
20.0,0.006665451360073142,0.006665451360073136,0.006666100266063095,0.006666100266063089,0.001016308454730256,0.001016308454730255
25.0,0.002286402247110082,0.00228640224711008,0.0022862393535330637,0.002286239353533062,0.0005328103015264689,0.0005328103015264686
30.0,0.0007717144603598083,0.0007717144603598073,0.0007717598319286636,0.0007717598319286626,0.0002615047148266051,0.0002615047148266048
