snr_db,ls_improvement_mse_pct,mmse_improvement_mse_pct,ls_improvement_nmse_pct,mmse_improvement_nmse_pct
-10.0,90.06120807621896,89.78108200399534,90.06120807621896,89.78108200399534
-5.0,90.57663632699338,90.37779505672168,90.57663632699338,90.37779505672168
0.0,91.07812349190883,90.98124030338272,91.07812349190881,90.98124030338272
5.0,92.12176958045139,92.10226338279975,92.12176958045139,92.10226338279975
10.0,91.53583338684524,91.54589363828836,91.53583338684523,91.54589363828835
15.0,90.69403653428724,90.69243904100686,90.69403653428724,90.69243904100686
20.0,84.75259363802328,84.7540778841229,84.75259363802328,84.7540778841229
25.0,76.69656324909934,76.69490288918853,76.69656324909936,76.69490288918853
30.0,66.11379878709546,66.11579094844924,66.11379878709546,66.11579094844924
