snr_db,ls_improvement_mse_pct,mmse_improvement_mse_pct,ls_improvement_nmse_pct,mmse_improvement_nmse_pct
-10.0,82.93658643450573,82.46026207764146,82.93658643450573,82.46026207764145
-5.0,81.26696915535486,80.8338216209879,81.26696915535486,80.8338216209879
0.0,75.27254809185972,74.94419487271607,75.27254809185972,74.94419487271607
5.0,75.85778999623928,75.82845188334866,75.85778999623928,75.82845188334866
10.0,80.35151618031823,80.32702951229739,80.35151618031823,80.32702951229739
15.0,60.79778563934529,60.7951194072638,60.79778563934528,60.7951194072638
20.0,12.32165670358606,12.341204155837806,12.321656703586068,12.341204155837799
25.0,-93.3299737503663,-93.32449626142166,-93.32997375036628,-93.32449626142164
30.0,-565.0920103622296,-565.0885354725227,-565.0920103622296,-565.0885354725226
