snr_db,ls_improvement_mse_pct,mmse_improvement_mse_pct,ls_improvement_nmse_pct,mmse_improvement_nmse_pct
-10.0,86.04926855946673,85.66154503609519,86.04926855946673,85.66154503609519
-5.0,86.25323377140911,85.96826770779826,86.25323377140911,85.96826770779826
0.0,78.01599349912902,77.78179481429949,78.01599349912901,77.7817948142995
5.0,81.1742712053853,81.16152197054971,81.1742712053853,81.16152197054971
10.0,79.78648151760247,79.77421593669668,79.78648151760247,79.77421593669668
15.0,69.90073116236985,69.87553179391496,69.90073116236985,69.87553179391496
20.0,59.799445167157074,59.80114296087251,59.799445167157074,59.80114296087251
25.0,-7.048323984266687,-7.063843409304817,-7.048323984266687,-7.063843409304808
30.0,-178.17281041191075,-178.14569345749211,-178.17281041191077,-178.14569345749214
